Date,Titres,Contents
2019-09-16 ,A fuir ,Je voulais souscrire une box chez orange le conseiller me dis qu il faut avoir un numéro de portable orange pour souscrire à une box !!!!! Je déconseille
2019-09-15 ,Fidèle cliente d’Orange depuis bientôt… ,Fidèle cliente d’Orange depuis bientôt 20 ans et ayant toujours payé mes factures en tant et en heure. Samedi 07/09/19 au environ de 23h je n’ai plus accès à ma boîte mail Orange. J’ai toujours eu cette adresse mail. Un message me dit que cet accès n’est autorisé qu’aux clients Orange. Dès le lendemain  j’ai appelé le SAV d’Orange  bien entendu  fermé le dimanche. Le lundi 09/09/19 vers 9h je me suis mise en contact avec le service. Cela fait maintenant une semaine que j’ai été baladée de service en service. Je pense avoir eu au moins une dizaine d’interlocuteurs (quand on ne m’a pas raccroché au nez) et autant de versions ou promesse différentes…. Le responsable du service technique m’a affirmé qu’il ne pouvait rien faire et que je ne pourrai plus jamais récupérer mes données  fichiers  contacts ou autres mails importants ou contenants des informations qui sont strictement confidentiels. Continuant mes appels  tous normalement enregistrés  une personne du service réclamation  m’a promis qu’il prenait un charge personnellement cette erreur venant du serveur (car de mon côté je n’ai rien résilié  ni fait de manipulation) et qu’il me téléphonera le vendredi entre 13h et 14h  chose qui n’est jamais arrivée ! 😤En conclusion mon adresse mail a été tout simplement supprimée  sans aucune justification après une vingtaine d’années. Orange étant visiblement incapable de faire suite. Je me retrouve dans une situation des plus compliquée  sans compter les désagréments liés à ma boîte mail et surtout je ne vous dit pas dans quel état je suis depuis…..Que faire ?!!! 😫#Orange #encolère #déçue
2019-09-14 ,Plateforme téléphonique zéro ,Plateforme téléphonique zéro  panne incompréhensible de la fibre d'une heure à l'autre et bien sûr plus de services techniques en boutique ! Ils se l'argent au téléphone en pensant détenir le pouvoir de poser les rendez vous et veulent des justifications de ce que l'on veut ou pas. Je change d'opérateur
2019-09-14 ,SI VOUS AVEZ LE CHOIX N'Y ALLEZ SURTOUT… ,SI VOUS AVEZ LE CHOIX N'Y ALLEZ SURTOUT PAS!!!!!!!!!!!!!!! Conseillers injoignables (ça fait actuellement 16mn que je suis en ligne car le dépanneur qui devait venir aujourd'hui est arrivé en avance et est reparti) ou vous raccrochent au nez  ou disent qu'ils vont vous rappeler mais ne le font pas. si orange daigne me contacter  c'est pour le compte Counord Dominique dans le 06
2019-09-13 ,Mécontente le mot est faible. ,Mécontente le mot est faible.Un service pro difficilement joignable ( 18 minutes) des personnes différentes a chaque fois et toutes aussi incompétentes. On m'a appâté avec un tarif  à l'arrivée les factures sont à des montants prohibitifs Même en boutique orange ils ne peuvent les joindre Honte à orange qui se dit le numéro 1 de la téléphonie 😤😤😤😤
2019-09-13 ,Débit de honte  catastrophique et mensonges en série... ,Je suis abonné chez Orange depuis le 28/06/2019  j’ai quitté mon ancien fournisseur d’accès SFR  car j’avais un problème internet et fixe  le débit internet était très faible  moins de 1 Mb  donc plus de télévision et plus de téléphone et ce depuis 2 mois  depuis début avril 2019.Après de nombreuses interventions de techniciens soi-disant de chez SFR et aussi de soi-disant de chez ORANGE  je décide de quitter ce fournisseur et de venir chez ORANGE le fournisseur historique  croyant que j’allais enfin avoir un service de qualité  vu les tarifs pratiqués.Quelle fut ma déception  dès les premiers jours  je constate qu’orange à perdu de sa splendeur  le problème est identique  débit internet médiocre 4 1Mb/646kb  alors que quand tout fonctionnait bien  au début de mon abonnement  j’avais 8Mb/989kb.Quand j'appelle le 3900  2 appels par semaine depuis le 02/07/2019  je n'obtiens jamais la même réponse sur la résolution de mon problème  et surtout pas de solution. J'ai contacté leur services à maintes reprises  et jamais de solutions  que des mensonges.Lors de mon adhésion en agence  le conseiller m'avait promis le pack family gratuit pendant un an comme ce que j'avais chez SFR et cela n'est pas fait et j'ai réglé 40€ pour l'activation du décodeur et 10 € pour l'enregistreur  alors que je n'en ai pas l'utilité.Je regrette vraiment d'être venu chez orange  Comme tout ce qui est anciennement France télécom  PTT  c'est la même hontehonte  on demande de faire de la productivité peut importe le service  seul l'argent compte. On voit bien ce qui c'est passé chez France télécom  maintenant la poste  je parle des suicides en rapport avec le stress et la mauvaise qualité du travail fourni et bien chez orange c'est la même chose mais en pire.Orange est le pire des fournisseurs d'accès  mais plus cher.
2019-09-12 ,Une honte le service d’orange ,Une honte le service d’orange ! Après plus d’un mois de création de dossier de FAI pour mon déménagement  Orange n’as toujours fait activer notre ligne ! Et le pire c’est lors qu’un rdv est convenu  ils vous annulent sans aucune raison 24h avant ! C’est une honte ! Un Fournisseur internet est sensé nous mettre internet sous 6 semaines maximum ! Le pire c’est que dans cette résidence nous sommes 3/4 des locataires à ne pas avoir internet car orange refuse de revenir s’occuper des lignes  reporte les rdv sans raisons ! Il serait temps que @Bfm  TF1  LCI  et autres journaux télévisés fassent remonter cette information  ce qui réduirait encore plus l’image d’Orange !Une honte !
2019-09-12 ,Lent Lent Lent ,Un internet qui rame: 20 minutes de tel et obligé d’aller en boutique. Dans la boutique (à 30mn de chez moi)  45 minutes à attendre qu’un vendeur s’occupe de moi (à 15h un mercredi) . Si mon père n’etait Pas attaché à Orange (il a 85 ans) je changerais...
2019-09-11 ,10 minutes de connexion par jour !! ,Mes parents ont une connexion aléatoire à Gien dans le Loiret depuis plus d’un an et demi. Rien après 21 heures  et quasi rien avant. Il est 20h40  je suis chez eux et j’écris en 4G de mon téléphone. Eux pendant ce temps  ils payent. Les nombreux appels et visites de techniciens n’ont rien donné. Pour la peine  ils ont reçu un mois gratuits 😂 ! Nous attendons plutôt le remboursement intégral d’un an et demi de service non assuré et une somme en dommages et intérêts. Enfin c’est ce que ferait une entreprise professionnelle et respectable. Là c’est Inacceptable. J’ignore la qualité des autres fournisseurs d’accès mais si vous hésitez  surtout évitez Orange !Renaud
2019-09-09 ,Une honte ! ,Une honte !J'ai été privé d'une connexion internet correcte pendant 4 mois. Orange n'a rien fait pour rétablir ma ligne malgré de multiples appels et 6 rdv avec des techniciens incapables de m'apporter une solution pérenne. Le problème était dû aux lignes aériennes de ma rue qui disfonctionne chaque fois qu'il y a du vent (300 jours par an là où j'habite).Orange a été incapable de m'apporter une solution  pire :un conseiller clientèle m'avait assuré que 3 mois d'abonnement me serait remboursé  j'attends toujours !(..et je peux attendre longtemps).Je me suis juré que plus jamais je ne donnerais un sou à cette entreprise qui se moque de ces clients d'une façon inimaginable !
2019-09-09 ,3 mois et demi que ça dure ,3 mois et demi que ça dure. Vive l'adsl  j'ai résilié et bingo pas de service chez mon nouveau FAI car Orange ne fait rien pour rétablir sur Deuil La Barre  et rallonge les délais. On passe d'une panne qui devait être réparée le 3 juin. Des délais qui n'en finissent plus  et en prime le client n'a pas le droit d'avoir des informations sur cette panne.Trop c'est trop. Je vais appeler la presse.
2019-09-09 ,c'est un mauvais operateur orange ,c'est un mauvais operateur orange  si vous pensez a le prendre faite attention a  l'arnaque  il font tous pour vous faire hors forfait!vraiment dégoutté d'eux
2019-09-06 ,Trop ras le bol ,Trop ras le bol. J'etait a la fibre orange à limoges. Parfait. Je viens de déménager à condat pas de fibre. L'adsl. Carastrophe. Rien ne marche. On appel orange. Rien. Personne. Fermé le soir. Impossible de les avoir et par internet pareil. Fermé à 20hTres très cher comparé aux autres Je paye un abonnement trop cher pour ne pas avoir ni la télé ni internet et 70€ pour faire venir un technicienJe veux changer mais c'est pas ou aller pour être sur que ça marche et pour moins cher
2019-09-05 ,Résiliation de contrat et demande de remboursement d'appel ,J'ai résilier mon abonnement auprès de Orange et renvoyer tout mon matériel en juillet 2019. Suite à des appels nocturne quotidien qui n'était pas de mon fait. Me faisant des notes téléphonique aberrantes. Où j'ai fini en raccrochant au nez de l'employé de chez Orange qui m'accusait de me lever toutes les nuits pour téléphoner. Complètement hallucinant. Et là je reçois début septembre un courrier de mise en demeure me réclamant le matériel que j'avais renvoyé. Agacé je les appelle et on me confirme que la restitution du matériel est bien en ordre et que ma ligne est bien résilié. Ce que je savais déjà. Je leur demande alors de me rembourser cet appel  que je n'aurais pas passé s'il avait mis leurs dossiers à jour. Et là ils me disent que comme je ne suis plus client Orange ce n'est pas à eux de rembourser cet appel mais à mon opérateur qui n'a rien à voir avec cette histoire. Ensuite la dame que j'ai eu au téléphone me dit que c'est la faute de la poste que les courriers sont en retard et que c'est certainement un courrier datant. Je lui dis que le courrier est datée du 31 août. elle me répond que non ce n'est pas possible  alors que j'ai leur courrier sous les yeux  et qu'il ne rembourserons pas. Bref d'une mauvaise foi inqualifiable. Une incompétence indescriptible. Je vais payer pour une erreur qui est de leur fait. Encore une aberration Orange.
2019-09-05 ,Horrible expérience avec Orange et… ,Horrible expérience avec Orange et surtout son service client : - avoir un rdv au bout de 3 semaines pour recevoir un pauvre SMS pour se le faire annuler et repousser d'un mois sans avoir de choix de dates - les contacter pour comprendre et apprendre qu'en fait la fibre n'est absolument pas installée dans l'appartement  et donc avoir eu une publicité mensongère - se faire raccrocher à la figure à chaque appel émis alors que je suis courtoise - devoir appeler et rappeler et avoir de nombreux interlocuteurs pour ne jamais avoir la même réponse - enfin apprendre qu'il faut se rétracter pour avoir un rdv plus tôt (le nouveau client est prioritaire par rapport à celui ayant déjà souscrit...) - ne pas avoir de geste commercial pour compenser les deux mois d'attente Bref  une vraie catastrophe !!!!! Bon courage ....
2019-09-05 ,CATASTROPHE !!!! ,CATASTROPHE !!!!GROS ARNAQUE !!!NE RÉPOND QUE APRÈS 10 MINUTES POUR ÊTRE IMPOLIT ET DÉCROCHER. NE DO'NES PAS LES INFORMATIONS POUR BLOQUER UN SIM D'UN TÉLÉPHONER VOLER DE MON ENFANT MÊME APRÈS 3 APPELS.A ÉVITER À TOUT PRIX !!!
2019-09-04 ,Orange ne fait rien  indifférence envers ruraux ,"Orange m'ignore  cela fait 6 mois que j'attends un technicien pour réparer une ""ressource"" endommagée sur ma ligne. Ils attendent certainement qu'un autre voisin se plaigne. Au service client ils me donnent de fausses dates de fins de travaux inventés. En boutique ils disent qu'ils me rappellent sous 48 h mais le le font pas du tout! Prenez un concurrent  au moins lui aura les moyens de faire pression sur ""l'opérateur historique"". Inutiles  inefficaces et impolis  à éviter."
2019-09-04 ,Pratiques commerciales trompeuses ,Pratiques commerciales trompeuses  le commercial a l'oral bien sur vous confirme que l'abonnement conserve son prix aprés une renégociation au bout d'un an ce qui est totalement faux  et quand l'abonnement triple de prix au bout d'un et que vous le cumulez avec la perte d'un emploi  orange refuse d'appliquer la résiliation pour motif légitime et vous fait payer des frais de résiliation.Ces pratiques sont scandaleuses.De plus la qualité de service en cas de panne est trés mauvaise  le débit pour de la fibre bien inferieur a ce que j'ai pu retrouver chez free... Bref le pire opérateur a qui j'ai eu a faire.Une étoile parce qu'il est impossible de mettre moins
2019-09-03 ,Incompétence totale depuis 8 mois au… ,Incompétence totale depuis 8 mois au service pro
2019-09-02 ,Sincèrement je voudrais attribuer un… ,Sincèrement je voudrais attribuer un zéro pointé pour l'absence d'écoute  le manque de réactivité et le non respect de leurs engagements de base à Orange  son service commercial et sa plate-forme technique. Du gros n'importe quoi alors que les factures tombent et que la connexion au réseau reste inexistante paralysant WiFi  accès internet  téléphone fixe et télévision. Une vraie honte.
2019-08-31 ,Pour avoir quitter SFR ,Pour avoir quitter SFR   essayer Bouygues et finalement être arrivé chez Orange... je préfère Orange.C'est plus cher certes  mais le service est un peu meilleur.
2019-08-30 ,Par défaut ! ,"La plateforme téléphonique est très limitée   ne cherchez pas à obtenir un "" conseiller ""  si votre question n'est pas référencée .On vous renvoie sur internet pour régler votre problème . Tant pis pour ceux qui sont en panne d'ordinateur .Bref  il semble que les autres opérateurs ne soient pas bien meilleurs Enfin  les tarifs sont devenus exorbitants par rapport au service rendu   plus de 440 € par an   sans le mobile ...."
2019-08-29 ,Tout simplement scandaleux ,Tout simplement scandaleux. Depuis 1 mois nous rencontrons des problèmes de connexions  box qui saute  télé qui se déconnecte toutes les 10 min et j’en passe.. 5 appels  1 technicien qui viens pour voir d’où viens les problèmes sans même apporter une seconde box avec lui pour voir si le problème viendrais de ça.. donc forcément comme rien ne change après sa venu on rappel  1 technicien qui n’est pas venu mais qu’on nous facture quand même ! Le service client est vraiment déplorable  sans parler du e chat.. des conseillers qui nous mènent en bateau  se contredisent.. et on viens quand meme nous dire au téléphone « oui nous sommes les mieux notés pour le service client » bas voyons.
2019-08-29 ,Un comble ,Connaissez vous un assureur auto par exemple qui restreint vos garanties si vous n'utilisez pas votre véhicule car  si vous ne roulez pas   pas de risque d'accident donc c'est tout bénéfice pour l'assureur  non bien sur et pourtant ORANGE Mobile assurance refuse de m'indemniser un mobile victime d'une chute  au motif qu'il n'a pas été utilisé plus de 30 j avant la chute un comble   à 12€ HT / mois merci Orange.
2019-08-29 ,Cest dommage on ne peut pas mettre… ,Cest dommage on ne peut pas mettre zéro. Je vous déconseille vivement orange  ils sont leader de toutes les lignes et donc en abuse et en profite  vous êtes face à des gens incompétents au service client et soit disant technique. Des retards   une assistance qui ne comprend même pas comment brancher une livebox et j'en passe. Sachez que si malgres plein de déboire de leur part vous avez un soucis pour payer votre abonnement leur réactivité pour vous faire payer est décupler  apell  sms  lettre et tout cela dans des délais miraculeux. Vien par la suite que si vous ne régulariser pas dans des délais très court comme ils ont l'habitude de nous promettre vous serais resilier vitesse éclair. A quand l'état va réagir à la toute puissance et le monopole de orange ? Aucun opérateur ne peux faire mieux sur le plan technique car orange possède tout ou presque  pour ne citer que sfr qui ont également plein de défaut ils se montre bien plus rapide et serviable  malgres toute leur bonne volonté ils ne peuvent pas vous proposez des puissances pareille à celle d'orange. Alors ? On fait quoi ?
2019-08-28 ,Demandez un nouveau mot de passe ,"Demandez un nouveau mot de passe. On vous renvoie alors un courrier papier car le mail et le sms semblent ne pas être bien connus chez Orange. On reçoit alors un courrier avec sur l'enveloppe ""Ensemble préservons l'environnement""Cherchez l'erreur. Bravo orange pour l'environnement et le coût de cet envoi.  Pas étonnant que les prix soient aussi élevés."
2019-08-28 ,Mécontentement ,Après une diminution des prestations qu'ils ne peuvent plus changer et un mobile acheté neuf il y a 6 mois  avéré défectueux  changer contre un reconditionné. Avec un tarif les plus chers du marché et des conseillers qui ne tiennent jamais le même discours (mais au demeurant très sympathique)Je voulais alerter l'opinion contre Orange
2019-08-28 ,ORANGE est le summum des emmerdeurs….on… ,ORANGE est le summum des emmerdeurs….on vous augmente le débit internet  on vous le rebaisse au bout de 2 semaines. Je peux vous dire qu'ils s'amusent bien. 6 mois que cela durent. Je paye pour du 8 Gb en fait je n'ai que du 3 Gb. Pas de TV et l'ordi rame du tonnerre. Vous perdez 1 journée au téléphone! Une fois c'est l'ordi qui stabilise les lignes qui nous baisse le débit  après c'est un technicien qui s'est trompé de ligne et ça tombe toujours sur nous.Dommage qu'il n'y ait pas une notation de 0 ETOILE.
2019-08-27 ,Et encore parce quil ny a pas zero… ,Et encore parce quil ny a pas zero etoile possible. Orange pense que vous navez rien dautre a faire que de les attendre malgre un rdv fixe entre 8 et 13h. Pas dappel pour avertir quils ne viennent pas. Le suivi client aberrant aucun suivi ils vous appellent la veille de lintervention pour levaluation car ils nont pas verifier les informations. Des intetlocuteurs plus que desagreables (deux sur trois). Et nous sommes nouveaux clients. Nous pensons changer doperateur tant que le delai de retractation nous le permet. Optez pour nimporte quel autre operateur meme tres mauvais ils ne seront pas pire quorange
2019-08-27 ,Catastrophe ,Demande d'abonnement le 13/04/2019 avec portabilité du numéro.Écrasement de ma ligne par 3 fois...A chaque écrasement de ligne  je reçois un courrier me demandant de restituer le décodeur et la box  sinon 100€ de dédommagement. Je contacte le service commercial.  On me dit de garder le matériel  sinon je ne pourrai pas recevoir le service (quelle question idiote...) Après de multiples contacts auprès d'un service commercial lamentable avec du personnel totalement incompétent  je contacte le service réclamation par courrier. Je reçois enfin internet le...20/06/2016.Et pour couronner le tout  je dois payer 353€ pour ne pas avoir restitué le décodeur et la box.... J'en pleure...Mon conseil juridique me dit de payer ou de saisir le médiateur des télécoms  mais je n'ai pas de preuve du fait que l'on m'ait dit de garder le matériel donc peu de chance que cela aboutisse. En dernier recours la répression des fraudes...Comment ce fleuron des sociétés françaises en est arrivé là....?
2019-08-27 ,PLUS DE 1 AN QUE ORANGE ME DOIT 78… ,PLUS DE 1 AN QUE ORANGE ME DOIT 78 EUROS!!!!Ils sont ridicule en comparaison de Free qui me rembourse 5euros alors que j'ai rien de demandé. Cela s'appelle du professionnalisme. Cliente depuis de nombreuses années chez orange je suis outré. Impossible d'avoir des informations correctes. Ils ne savent pas où ils m'envoient le chèque de remboursement. A l'heure du 21ème siècle et du virement  exemple: la Maïf vient de me rembourser en une journée et un clic la somme de 50 euros. Quand on peut on fait!!!De plus  j'augmente mon contrat de 50 à 100 giga pour 4 mois sous les conseils d'orange. 4 mois plus tard  lorsque je veux baisser celui comme prévu  on m'informe que je dois régler 200 euros pour cela. Du coup obliger de garder mon forfait à 54euros au lieu de 34 euros pendant 1 an et demi.Voleurs? Escroquerie ? Dans 1 an et demi je ne poursuis plus avec eux. Je n'ai aucun recours. Après 3 recommandés je baisse les bras et suis dégoûté du système frauduleux. Si moi je ne paye pas ma facture on me met contentieux. C'est tellement injuste. Orange merci mais merci: Fuyez!!!
2019-08-27 ,Actuellement sans téléphone et internet… ,"Actuellement sans téléphone et internet depuis deux mois avec un abonnement comme professionnel ! Comme seule réponse des services commerciaux et techniques : ""Monsieur  il s'agit d'un problème réseau collectif !"".  Bravo Orange  rendez-vous devant les tribunaux qui définiront l'échelle de vos responsabilités."
2019-08-27 ,Service client mediocre! ,Service client mediocre!J'ai besoin d'une facture ! Impossible d'accéder à mon compte client et le service client est dans l'incapacité de m'envoyer ma facture par mail.Je paie chaque mois des factures et aucun moyen d'accéder à mes factures dans l'immédiat. Je dois attendre 10 jours et j'attends depuis le jour de ma souscription qui s'élève à plus de trois mois.Orange à éviter !Zalbiya ALI KARI
2019-08-26 ,Réactivation carte SIM perdue ,"Pensant ma carte SIM perdue  une lettre suivie de la Poste indiquée livrée le 23.08 n'est en fait arrivé que le 26.09  j'avais bloqué la carte.Une fois le courrier reçu je réactive la carte. Et voici le message SMS que je reçois : ""merci d'avoir réglé votre impayé. Eteignez ...""."
2019-08-24 ,S.A.V. A 10 000 km de la france ,Vous passez 2 heures en chat avec 5 conseillers différents pour que l'on vous dises à la fin désolé débrouiller vous tout seul. De plus lorsqu'ils suspendent la ligne. Seul solution prendre sa voiture si on est motivé ou bien trouvé un Arthur pour utiliser son téléphone pour appeler pour expliquer pendant 1 heure pourquoi vous appeler avec un autre numéro. Sachant évidement que comme toujours ils comprennent jamais rien.
2019-08-23 ,Cherchez un autre opérateur... ,Cliente depuis des années  je veux passer à la fibre  soit disant mon boitier se perd début août  je le reçois mi-août. Le technicien passe et me met la prise fibre dans le compteur electrique don .je me retrouve à pas pouvoir brancher mon boitier j'ai pas la fibre et on me demande 115 euros pour qu'il repasse!!! A 100 euros par mois l'abonnement je trouve ça degeulasse d'autant plus que le service technique me donne raison!!!!! Je déconseille!
2019-08-23 ,Peut mieux faire ! ,Un mois pour bénéficier de la fibre suite à un déménagement qui avait été annoncé deux mois avant...peut largement mieux faire!!!Je n' evoque pas les nombreux appels au service technique  ni le matériel envoyé un mois plus tard... à l'ancienne adresse! Bref  on pouvait espérer mieux d' Orange.
2019-08-23 ,très mécontent d'ORANGE ,"orange personnel ne parlant pas toujours notre langue correctement et ne la comprenant pas toujours bien i ce qui crée en plus des situations difficile quant on veux ce faire dépanner ou autre...ajoutez a ça leur très haute  incompétence ;suivie d'une ironie concernant les clients ; liée a la très haute opinion  d'eux même  ....et que par surcroît vous vous faite traiter de ""gros con""et que l'on vous raccroche au nez(le 23.08.2019 a 14 h 10 environ après avoir été rappelé par le 3900  suite a un avis défavorable envoyé a Orange après contact tumultueux au 3900  la veille...)    cela situe le niveau de l'entreprise....que fait la direction ????....a par toucher des dividendes....entreprise a fuir car les pannes sont nombreuses et non traitées ; je fini mon contrat et par a la concurrence ......."
2019-08-22 ,Avis orange l'enfer des telecom sur terre ,Lettre ouverte au directeur d'orange L'enfer des Telecom pas de doute c'est orange   service client  totalement incompétent plus d'un mois d'attente pour un déménagement et toujours aucune connexion internet ni téléphone   a chaque fois nous avons des nouvelles version sur l'avancement du dossier   les services se renvoi la balle et les responsabilité .... aucun mail aucun suivit    rien de rien ......L'on ma même demandé le bail d'habitation de la nouvelle adresse et ma carte d'identité que j'ai envoyé par mail !!!!! Pas de fibre a la nouvelle adresse et il n'ont même pas été capable de résilier l'offre fibre pour passer en ADSL total des courses le dossier et complètement bloqué . Il faut patienté mr sibony voila ce que j'entends !!!!!!! Ah oui et changement de numéro de téléphone sans m'en avertir !!!! c'est vraiment le ponpon . Ça ce passe comme ça chez Orange et ça fait 8 ans que ça dure !!!!!!!Il y a 8 ans j’étais chez free  et je suis passé chez orange nous avons attendu plus de 2 mois sans internet et sans téléphone   avec des prétextes multiples et varié .... comme le fameux bug informatique il y a toujours une bonne raison chez orange pour justifié une total incompétence !!!!! Après 8 recommandé un responsable a daignait faire fait ce qu'il fallait en moins de 20 minutes !!! walla le bug informatique !!!  cela prouve bien le degrés de je m'enfoutisme et d’incompétence de cette boite  de son personnel et forcement de l’exécutif !!!! Un autre exemple d’incompétence : Une panne est arrivé ... je téléphone et la on me dit c'est la box donc je vais chercher un box neuve a la boutique . Je rebranche et bien sur cela ne marche pas   après l'on me dis c'est le boitier TV rebellote   je repart a la boutique et ....je vous le donne en mille ça ne marche toujours pas !!! 1 semaine plus tard et quelque ulcères   un technicien déboule chez moi   mais pas un tech de chez orange parsqu’il n'en on pas un sous traitant qui a trouvé la panne en 4  5 seconde : un cable mal branché .j'ai commandé un portable huawei il y a plus de 15 jours !!!!  pas de numéro de suivit pas de sms total des course j'ai  du aller a la poste récupérer le colis plus de 45 minutes d'attente pour retrouver le colis puisque pas de  numéro de collissimo de la part d'orange .Sans oublié le délais de rétractation dépassé !!!!! ATTENTION NE PASSER AUCUNE COMMANDE PAR TELEPHONE CHEZ ORANGE !!!!!!!!!!!!!!!!!!!!!!!!!A fuir et très très vite ... et j'en oubli beaucoup   j'aurais du enregistré les conversations et les publié ....un vrai tragédie grecque  interplanétaires !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! mais comment font il pour exister encore encore ????ORANGE LA HONTE  DES TELECOM EN FRANCE EN PLUS CE SONT LES PLUS CHERS POUR UN VRAI SERVICE DE MER.. POUR LES PRO COMME POUR LES PARTICULIERS D’AILLEURS
2019-08-22 ,comment dit-on déjà ?  WTF ,"Bonjour à tous  je ne compte  plus  les  interruptions de services sur ma ligne  adsl orange (tv/tel/inter) . Sur la  dernière  ils ont mis 15 jours à  changer mon câble cuivre extérieur arraché . le 3900 est  toujours  autant désolé    et  nous  clients  de plus en plus   agacés de part la  régression de leur  service  Client  . A chaque fois  nous devons prendre sur  notre temps  de travail   et attendre  désespérément l'appel ou  l'arrivée  d""un agent ORANGE qui ne  viendra  pas . ils n'honorent même plus  leurs  RDV . La  cerise sur le gateau   vous recevez  un sms  vers 19h00   vous  disant que  vous  n'etiez  pas  au  rdv  prévu !!    Orange  vous vous moquez  de vos Clients    arretez  cela  svp et   repensez  vos  SERVICES et  cette proximité  avec  nous   mais  êtes  vous  encore  en capacité  de le  faire  ??"
2019-08-22 ,service extremement nul ,service extremement nul  il y a des abruti au bout du fil qui ne comprennent rien lorsqu il y a un petit soucis. c est juste hallucinant !
2019-08-22 ,La note de 5 étoiles pour Orange pour le service ,La note de 5 étoiles pour Orange  pour la qualité de service et leurs applications pour la Livebox UP   utilisation de près de 1 an et résilié pour cause d’installation fibre. Orange n’étant pas présent sur le réseau Rosace. Idem pour la résiliation du contrat  le prélèvement s’est arrêté automatiquement à la date prévue. D’ailleurs  je leur doit encore 34 centimes d’euros.Seul bémol  la boîte mail .orange.fr va être fermé dans un délai de 6 mois  il faut donc télécharger tous les mails et redonner la nouvelle adresse à tous vos contacts.
2019-08-21 ,J ai un forfait a brameloup dans l… ,J ai un forfait a prades d'Aubrac dans l aveyron  ca fait 15 jours pas d d'internet ni téléphone ni télé  et ne veulent pas venir avant le 31 août Ils nous paralysent et ça ne les dérange pas
2019-08-21 ,j'ai mis une étoile parce que j'avais… ,j'ai mis une étoile parce que j'avais pas le choix opérateur nul nul nul je suis à jour dans mes paiements ils m'ont bloqué mon compte allez donc savoir pourquoi j'ai commandé un téléphone je l'ai jamais reçu ils prennent les gens pour des imbéciles il doit vous rappeler vous rappelle pas ils sont le double du prix des autres opérateurs je paye entre 90 et 100 € par mois et je suis traité comme un moins-que-rien  si vous voulez vous disputer avec quelqu'un présentez cet opérateur je n'ai jamais vu ça pour envoyer un courrier il vous donne plusieurs adresses différentes enfin je conseille à personne d'aller chez eux surtout que pour mortier prix ailleurs vous êtes aussi bien servi sûrement mieux pour faire court aller ailleurs un bon conseil. Ça fait 2 ans que j'ai la box chez eux ils ont mis 2 mois pour me l'installer lol en fait Il vous aparte  tu une fois que vous êtes dedans ils vous balade
2019-08-20 ,Déçue ... ,J’ai changé d’opérateur il y a peut... j’ai des soucis de wifi  un technicien est passé. Il n’a pas su résoudre le problème alors il a dû revenir. Malheureusement je n’étais pas là. Annuler le rdv je pouvais appeler un numéro conseillé sur un sms que j’ai reçu d’eux  évidement le numéro n’était pas attribué.Ensuite je téléphone à orange pour annuler  elle me dit que c’est fait. 2h plus tard je reçois à nouveau un sms comme quoi le technicien est en route et que si je ne suis pas là c’est 99€ de frais... je résonne à orange en leur expliquant que j’ai annulé et qu’il est en route mais que je ne payerait pas les frai étant donné que j’ai prévenu... et devinez quoi... elle a raccroché...On verra bien la suite. Mais je ne suis pas du tout contante de leur service.
2019-08-19 ,client en colère ,Aujourd'hui j'ai eu un appel d'une personne de chez Orange me demandant pourquoi j'avais mis un avis défavorable au conseiller que j'ai eu au téléphone dernièrement .Non seulement il ne me laissait pas m'expliquer  il jouait avec les mots à la limite de l'arrogance me disant que je pouvais changer d'opérateur quand je voulais .Voilà le remerciement d'Orange après plus de vingt ans de fidélité .LAMENTABLE .
2019-08-19 ,Orange toujours 0 à l accueil... ,Vu l accueil déplorable de l opératrice ce jour dont c est pourtant le job d informer  je vais m abstenir encore une fois de changer d opérateur pour Orange.Incroyable....!!
2019-08-19 ,A FUIR DE TOUTE URGENCE.Si vous… ,A FUIR DE TOUTE URGENCE.Si vous rencontrait un pb ne compter sur le service technique et le service client -Ne comprend pas un pb simple- Il m'a fallu 45 minutes pour qu'il me retrouve dans leur bases :avec le numéro de tel impossible  je leur demande de faire une recherche avec autre chose ex le nom l'adresse etc ils ne savent pas faire.A la fin on me dit qu'on  transfert mon pb (pb sur la facture) en ne me laissant même pas expliquer le pb au niveau de ma facture.depuis  2 semaines plus tard aucune nouvelle biensur je suis parti à la banque faire une opposition au prélèvement......A suivre.
